Employee_ID,First_Name,Last_Name,Age,Department_Region,Status,Join_Date,Salary,Email,Performance_Score,Remote_Work,Phone_formatted,Salary_Formatted,Age_Formatted,Role,Department
EMP1159,Charlie,Brown,Missing,Cloud Tech-California,Active,'2020-09-23',87815.08,charlie.brown@gmail.com,Average,T,+1286716322,"USD 87,815.08",30,Cloud Tech,California
EMP1160,Bob,Davis,25,Admin-Texas,Inactive,'2024-06-05',105190.21,bob.davis@gmail.com,Good,T,+4672994937,"USD 105,190.21",25,Admin,Texas
EMP1161,Alice,Smith,30,HR-Texas,Active,'2024-02-28',79467.24,alice.smith@gmail.com,Poor,F,+7430271692,"USD 79,467.24",30,HR,Texas
EMP1162,Bob,Garcia,40,Finance-California,Pending,'2023-04-30',57633.78,bob.garcia@gmail.com,Poor,T,+8597779013,"USD 57,633.78",40,Finance,California
EMP1163,Alice,Brown,Missing,HR-Florida,Pending,'2020-03-04',54257.78,alice.brown@gmail.com,Poor,T,+7546926328,"USD 54,257.78",30,HR,Florida
EMP1164,Grace,Johnson,40,DevOps-Texas,Inactive,'2023-12-29',113679.06,grace.johnson@gmail.com,Poor,T,+6762916031,"USD 113,679.06",40,DevOps,Texas
EMP1165,Bob,Smith,35,Sales-New York,Active,'2020-09-15',69251.12,bob.smith@gmail.com,Poor,T,+4841376814,"USD 69,251.12",35,Sales,New York
EMP1166,Frank,Garcia,40,Sales-Illinois,Inactive,'2022-07-18',85388.58,frank.garcia@gmail.com,Poor,T,+1185672437,"USD 85,388.58",40,Sales,Illinois
EMP1167,Bob,Davis,Missing,DevOps-New York,Inactive,'2022-07-13',112166.37,bob.davis@gmail.com,Excellent,F,+1701765635,"USD 112,166.37",30,DevOps,New York
EMP1168,Heidi,Davis,40,Finance-Nevada,Active,'2021-10-02',79873.48,heidi.davis@gmail.com,Average,F,,"USD 79,873.48",40,Finance,Nevada
EMP1169,Frank,Miller,30,DevOps-Florida,Active,'2020-07-05',108224.03,frank.miller@gmail.com,Poor,T,+1837274219,"USD 108,224.03",30,DevOps,Florida
EMP1170,Bob,Garcia,35,Admin-Illinois,Active,'2023-04-16',116963.72,bob.garcia@gmail.com,Average,T,+9124186209,"USD 116,963.72",35,Admin,Illinois
EMP1171,Bob,Jones,40,HR-Nevada,Inactive,'2024-11-12',114109.06,bob.jones@gmail.com,Average,T,+4275230836,"USD 114,109.06",40,HR,Nevada
EMP1172,Eva,Williams,Missing,HR-California,Active,'2023-03-29',85518.88,eva.williams@gmail.com,Excellent,F,+1816470899,"USD 85,518.88",30,HR,California
EMP1173,Heidi,Brown,30,Cloud Tech-California,Pending,'2022-01-22',58041.97,heidi.brown@gmail.com,Poor,T,+6335331059,"USD 58,041.97",30,Cloud Tech,California
EMP1174,David,Garcia,40,Sales-Illinois,Pending,'2023-10-14',94988.94,david.garcia@gmail.com,Good,F,+1531312205,"USD 94,988.94",40,Sales,Illinois
EMP1175,Eva,Miller,25,Admin-California,Pending,'2024-04-10',71628.93,eva.miller@gmail.com,Excellent,F,+8155839385,"USD 71,628.93",25,Admin,California
EMP1176,Alice,Williams,30,Admin-Illinois,Pending,'2022-03-31',54870.98,alice.williams@gmail.com,Good,F,+6133155205,"USD 54,870.98",30,Admin,Illinois
EMP1177,Alice,Williams,25,DevOps-Illinois,Active,'2022-02-09',79388.27,alice.williams@gmail.com,Average,T,+5063731494,"USD 79,388.27",25,DevOps,Illinois
EMP1178,Frank,Smith,35,DevOps-California,Pending,'2023-05-06',55946.99,frank.smith@gmail.com,Average,F,+1136497188,"USD 55,946.99",35,DevOps,California
EMP1179,Charlie,Williams,Missing,Cloud Tech-Nevada,Active,'2021-07-11',81017.91,charlie.williams@gmail.com,Excellent,T,+2419562524,"USD 81,017.91",30,Cloud Tech,Nevada
EMP1180,Heidi,Jones,40,HR-New York,Pending,'2020-08-21',74162.1,heidi.jones@gmail.com,Excellent,F,+7150997682,"USD 74,162.10",40,HR,New York
EMP1181,Heidi,Davis,Missing,DevOps-California,Active,'2021-03-27',77668.44,heidi.davis@gmail.com,Good,T,+8903091435,"USD 77,668.44",30,DevOps,California
EMP1182,Alice,Miller,30,HR-New York,Active,'2024-04-14',67886.37,alice.miller@gmail.com,Poor,F,+3910257431,"USD 67,886.37",30,HR,New York
EMP1183,Alice,Williams,40,DevOps-Florida,Active,'2020-09-21',76614.52,alice.williams@gmail.com,Good,T,+6303975244,"USD 76,614.52",40,DevOps,Florida
EMP1184,Frank,Smith,25,Finance-Nevada,Active,'2022-06-12',51311.91,frank.smith@gmail.com,Excellent,F,+1864035532,"USD 51,311.91",25,Finance,Nevada
EMP1185,Frank,Jones,Missing,Finance-Illinois,Inactive,'2023-12-24',94809.92,frank.jones@gmail.com,Good,T,+8033968526,"USD 94,809.92",30,Finance,Illinois
EMP1186,Grace,Johnson,25,HR-New York,Pending,'2022-07-31',108241.81,grace.johnson@gmail.com,Excellent,T,+1171302320,"USD 108,241.81",25,HR,New York
EMP1187,Bob,Davis,40,Cloud Tech-New York,Inactive,'2023-04-21',78031.49,bob.davis@gmail.com,Good,T,+2983381673,"USD 78,031.49",40,Cloud Tech,New York
EMP1188,Eva,Davis,35,Admin-California,Active,'2020-06-05',85733.83,eva.davis@gmail.com,Excellent,T,+2336293448,"USD 85,733.83",35,Admin,California
EMP1189,David,Miller,35,HR-Nevada,Pending,'2024-07-27',60338.29,david.miller@gmail.com,Excellent,F,+7347156626,"USD 60,338.29",35,HR,Nevada
EMP1190,Eva,Davis,30,Admin-Illinois,Active,'2024-04-05',103140.67,eva.davis@gmail.com,Excellent,F,+7689627065,"USD 103,140.67",30,Admin,Illinois
EMP1191,Heidi,Williams,40,Sales-Illinois,Inactive,'2023-10-26',114690.8,heidi.williams@gmail.com,Poor,T,+1498282466,"USD 114,690.80",40,Sales,Illinois
EMP1192,Frank,Smith,35,Admin-Florida,Active,'2022-08-18',80954.56,frank.smith@gmail.com,Good,F,+4746897151,"USD 80,954.56",35,Admin,Florida
EMP1193,Eva,Davis,Missing,Cloud Tech-California,Pending,'2020-05-31',71728.55,eva.davis@gmail.com,Good,T,+7323008575,"USD 71,728.55",30,Cloud Tech,California
EMP1194,Alice,Davis,35,HR-Texas,Pending,'2024-11-04',118415.8,alice.davis@gmail.com,Good,T,+6656749159,"USD 118,415.80",35,HR,Texas
EMP1195,Grace,Johnson,40,Sales-Illinois,Pending,'2020-03-25',81481.36,grace.johnson@gmail.com,Excellent,F,+1692364586,"USD 81,481.36",40,Sales,Illinois
EMP1196,David,Johnson,35,Sales-Florida,Pending,'2020-11-04',117040.57,david.johnson@gmail.com,Good,T,+5066337049,"USD 117,040.57",35,Sales,Florida
EMP1197,Frank,Brown,25,Sales-Nevada,Active,'2020-03-21',67342.06,frank.brown@gmail.com,Good,T,+2497243991,"USD 67,342.06",25,Sales,Nevada
EMP1198,Heidi,Jones,Missing,Sales-Illinois,Active,'2022-01-15',76099.64,heidi.jones@gmail.com,Excellent,F,+1116691835,"USD 76,099.64",30,Sales,Illinois
EMP1199,Grace,Williams,35,DevOps-Illinois,Active,'2024-06-04',94162.06,grace.williams@gmail.com,Average,T,+2644886945,"USD 94,162.06",35,DevOps,Illinois
EMP1200,Frank,Davis,25,Sales-Nevada,Inactive,'2021-08-04',67639.7,frank.davis@gmail.com,Excellent,T,+1195243639,"USD 67,639.70",25,Sales,Nevada
EMP1201,Charlie,Garcia,35,Cloud Tech-Illinois,Pending,'2020-10-16',114172.25,charlie.garcia@gmail.com,Good,T,+2701168645,"USD 114,172.25",35,Cloud Tech,Illinois
EMP1202,Grace,Davis,30,Sales-Nevada,Active,'2021-09-26',89124.54,grace.davis@gmail.com,Excellent,T,+2252237280,"USD 89,124.54",30,Sales,Nevada
EMP1203,Frank,Smith,30,DevOps-Nevada,Pending,'2023-11-04',113871.36,frank.smith@gmail.com,Average,F,+7932302345,"USD 113,871.36",30,DevOps,Nevada
EMP1204,Grace,Brown,Missing,HR-Texas,Inactive,'2021-09-24',62618.4,grace.brown@gmail.com,Excellent,F,+7912141613,"USD 62,618.40",30,HR,Texas
EMP1205,Heidi,Jones,30,Admin-New York,Active,'2020-06-07',70705.45,heidi.jones@gmail.com,Good,F,+1509377099,"USD 70,705.45",30,Admin,New York
EMP1206,Alice,Garcia,35,Sales-New York,Pending,'2022-02-10',60797.69,alice.garcia@gmail.com,Average,T,+4090138068,"USD 60,797.69",35,Sales,New York
EMP1207,Charlie,Brown,40,Cloud Tech-Florida,Inactive,'2023-10-17',100371.0,charlie.brown@gmail.com,Poor,T,+8477596554,"USD 100,371.00",40,Cloud Tech,Florida
EMP1208,Eva,Miller,40,Admin-Illinois,Active,'2021-09-25',117591.76,eva.miller@gmail.com,Good,F,+5356690550,"USD 117,591.76",40,Admin,Illinois
EMP1209,David,Jones,35,DevOps-Illinois,Inactive,'2022-08-03',103860.7,david.jones@gmail.com,Average,T,+1762091842,"USD 103,860.70",35,DevOps,Illinois
EMP1210,Grace,Davis,30,Admin-Illinois,Active,'2024-11-22',67500.22,grace.davis@gmail.com,Average,T,+5797863049,"USD 67,500.22",30,Admin,Illinois
EMP1211,Frank,Davis,Missing,Cloud Tech-Nevada,Pending,'2024-10-09',58727.44,frank.davis@gmail.com,Poor,T,+5057397690,"USD 58,727.44",30,Cloud Tech,Nevada
EMP1212,Charlie,Jones,35,Finance-Illinois,Active,'2024-08-28',80623.08,charlie.jones@gmail.com,Excellent,T,+5671649327,"USD 80,623.08",35,Finance,Illinois
EMP1213,David,Davis,40,HR-Texas,Inactive,'2020-04-19',77751.78,david.davis@gmail.com,Excellent,F,+9802714871,"USD 77,751.78",40,HR,Texas
EMP1214,Grace,Williams,25,HR-New York,Active,'2021-10-14',115157.81,grace.williams@gmail.com,Good,F,+7178333210,"USD 115,157.81",25,HR,New York
EMP1215,Frank,Jones,30,Admin-Texas,Inactive,'2024-08-26',83071.85,frank.jones@gmail.com,Poor,F,+6025643470,"USD 83,071.85",30,Admin,Texas
EMP1216,Heidi,Brown,40,Sales-Texas,Active,'2020-02-08',67914.67,heidi.brown@gmail.com,Excellent,T,+2871539914,"USD 67,914.67",40,Sales,Texas
EMP1217,Grace,Jones,25,HR-New York,Inactive,'2020-09-06',53342.46,grace.jones@gmail.com,Poor,F,+6686334140,"USD 53,342.46",25,HR,New York
EMP1218,Heidi,Garcia,25,Cloud Tech-Florida,Pending,'2023-01-02',51150.47,heidi.garcia@gmail.com,Excellent,F,+1159319524,"USD 51,150.47",25,Cloud Tech,Florida
EMP1219,David,Davis,30,HR-Florida,Active,'2023-06-13',74697.12,david.davis@gmail.com,Average,T,+6904098365,"USD 74,697.12",30,HR,Florida
EMP1220,Charlie,Williams,25,Sales-California,Active,'2022-12-13',88085.74,charlie.williams@gmail.com,Excellent,T,+5528993159,"USD 88,085.74",25,Sales,California
EMP1221,Alice,Williams,40,Finance-Texas,Pending,'2022-03-03',118672.76,alice.williams@gmail.com,Poor,F,+8752437728,"USD 118,672.76",40,Finance,Texas
EMP1222,Alice,Miller,35,Cloud Tech-California,Active,'2024-02-10',95997.31,alice.miller@gmail.com,Average,F,+4209548148,"USD 95,997.31",35,Cloud Tech,California
EMP1223,Frank,Brown,30,Cloud Tech-California,Pending,'2021-11-24',106945.62,frank.brown@gmail.com,Average,F,+7374605232,"USD 106,945.62",30,Cloud Tech,California
EMP1224,Heidi,Johnson,40,DevOps-New York,Active,'2020-05-09',100123.15,heidi.johnson@gmail.com,Average,F,+1276420864,"USD 100,123.15",40,DevOps,New York
EMP1225,Alice,Johnson,35,Admin-Texas,Active,'2024-12-19',52933.42,alice.johnson@gmail.com,Poor,T,+6756618442,"USD 52,933.42",35,Admin,Texas
EMP1226,Grace,Jones,Missing,Finance-California,Active,'2024-03-22',95283.03,grace.jones@gmail.com,Good,F,+8612590471,"USD 95,283.03",30,Finance,California
EMP1227,Alice,Miller,35,HR-Texas,Inactive,'2022-06-13',112264.06,alice.miller@gmail.com,Good,F,+9277423329,"USD 112,264.06",35,HR,Texas
EMP1228,Grace,Smith,35,Admin-Florida,Pending,'2022-10-15',75714.28,grace.smith@gmail.com,Good,T,+5912662014,"USD 75,714.28",35,Admin,Florida
EMP1229,Eva,Jones,25,DevOps-Florida,Active,'2022-05-31',92171.73,eva.jones@gmail.com,Poor,F,+7201859625,"USD 92,171.73",25,DevOps,Florida
EMP1230,Eva,Miller,35,Cloud Tech-Texas,Inactive,'2023-09-15',70694.8,eva.miller@gmail.com,Average,T,+3013674925,"USD 70,694.80",35,Cloud Tech,Texas
EMP1231,Grace,Brown,30,DevOps-Florida,Inactive,'2022-07-04',52964.86,grace.brown@gmail.com,Good,T,+1764750110,"USD 52,964.86",30,DevOps,Florida
EMP1232,Frank,Brown,Missing,Finance-California,Pending,'2024-06-08',116353.31,frank.brown@gmail.com,Poor,T,+1783099973,"USD 116,353.31",30,Finance,California
EMP1233,Grace,Brown,35,Sales-Nevada,Pending,'2020-11-23',116695.26,grace.brown@gmail.com,Good,F,+1926764920,"USD 116,695.26",35,Sales,Nevada
EMP1234,Heidi,Brown,25,Admin-Texas,Active,'2024-05-13',95161.4,heidi.brown@gmail.com,Excellent,F,+5182606887,"USD 95,161.40",25,Admin,Texas
EMP1235,Alice,Brown,Missing,Admin-Nevada,Inactive,'2022-01-29',76040.94,alice.brown@gmail.com,Good,T,+7189813128,"USD 76,040.94",30,Admin,Nevada
EMP1236,Charlie,Miller,Missing,HR-Florida,Inactive,'2023-08-23',69508.28,charlie.miller@gmail.com,Good,F,+2087510292,"USD 69,508.28",30,HR,Florida
EMP1237,Alice,Miller,30,Finance-Illinois,Inactive,'2023-02-24',58243.27,alice.miller@gmail.com,Average,F,+2184011844,"USD 58,243.27",30,Finance,Illinois
EMP1238,Heidi,Williams,30,Sales-California,Pending,'2022-10-02',64012.48,heidi.williams@gmail.com,Poor,T,+8260340847,"USD 64,012.48",30,Sales,California
EMP1239,Bob,Garcia,40,Admin-Nevada,Inactive,'2020-06-28',106735.93,bob.garcia@gmail.com,Average,T,+7297585987,"USD 106,735.93",40,Admin,Nevada
EMP1240,Frank,Johnson,35,DevOps-Texas,Pending,'2023-01-15',70325.36,frank.johnson@gmail.com,Average,F,+3103032431,"USD 70,325.36",35,DevOps,Texas
EMP1241,Charlie,Davis,30,HR-Illinois,Active,'2020-09-05',118959.28,charlie.davis@gmail.com,Average,T,+9839542960,"USD 118,959.28",30,HR,Illinois
EMP1242,David,Brown,40,Cloud Tech-California,Pending,'2023-03-18',75823.78,david.brown@gmail.com,Average,F,+8446267145,"USD 75,823.78",40,Cloud Tech,California
EMP1243,Charlie,Smith,Missing,Cloud Tech-Texas,Inactive,'2022-03-26',119971.65,charlie.smith@gmail.com,Average,F,+2831435988,"USD 119,971.65",30,Cloud Tech,Texas
EMP1244,Grace,Davis,40,Sales-Texas,Active,'2021-10-11',94963.7,grace.davis@gmail.com,Good,F,+2625660930,"USD 94,963.70",40,Sales,Texas
EMP1245,Frank,Miller,30,Sales-Nevada,Pending,'2021-01-07',103744.71,frank.miller@gmail.com,Average,F,+4181861514,"USD 103,744.71",30,Sales,Nevada
EMP1246,Alice,Smith,25,Sales-New York,Inactive,'2020-12-03',61337.69,alice.smith@gmail.com,Average,T,+5423401635,"USD 61,337.69",25,Sales,New York
EMP1247,David,Smith,35,Sales-California,Active,'2021-05-28',63741.13,david.smith@gmail.com,Poor,T,+1128497184,"USD 63,741.13",35,Sales,California
EMP1248,Eva,Smith,30,DevOps-California,Pending,'2022-12-28',56539.99,eva.smith@gmail.com,Excellent,T,+9484910255,"USD 56,539.99",30,DevOps,California
EMP1249,Charlie,Williams,30,DevOps-Illinois,Pending,'2023-05-24',73633.37,charlie.williams@gmail.com,Good,T,+2588967923,"USD 73,633.37",30,DevOps,Illinois
EMP1250,Alice,Miller,25,Cloud Tech-Texas,Pending,'2024-04-28',90373.99,alice.miller@gmail.com,Good,F,+1822269404,"USD 90,373.99",25,Cloud Tech,Texas
EMP1251,Grace,Smith,Missing,DevOps-Texas,Inactive,'2024-12-25',93901.48,grace.smith@gmail.com,Good,F,+3967275783,"USD 93,901.48",30,DevOps,Texas
EMP1252,Eva,Brown,40,Admin-Nevada,Inactive,'2021-09-01',81748.09,eva.brown@gmail.com,Average,T,+4683414650,"USD 81,748.09",40,Admin,Nevada
EMP1253,Charlie,Jones,40,Finance-Florida,Inactive,'2021-02-21',73813.48,charlie.jones@gmail.com,Average,F,+1131290147,"USD 73,813.48",40,Finance,Florida
EMP1254,Frank,Smith,35,Finance-New York,Inactive,'2022-11-20',89315.59,frank.smith@gmail.com,Average,F,+7068277880,"USD 89,315.59",35,Finance,New York
EMP1255,Heidi,Williams,25,HR-Florida,Active,'2020-10-15',56776.82,heidi.williams@gmail.com,Poor,F,+6093068537,"USD 56,776.82",25,HR,Florida
EMP1256,Grace,Davis,Missing,Finance-New York,Active,'2024-07-24',72920.51,grace.davis@gmail.com,Excellent,T,+9097283214,"USD 72,920.51",30,Finance,New York
EMP1257,Frank,Miller,30,Admin-Florida,Pending,'2022-08-14',84913.18,frank.miller@gmail.com,Average,T,+2850676250,"USD 84,913.18",30,Admin,Florida
EMP1258,Alice,Garcia,25,Finance-Illinois,Inactive,'2021-05-08',65060.11,alice.garcia@gmail.com,Excellent,T,+5381447442,"USD 65,060.11",25,Finance,Illinois
EMP1259,Alice,Williams,35,Finance-Illinois,Pending,'2023-10-09',82941.08,alice.williams@gmail.com,Poor,F,+1963480796,"USD 82,941.08",35,Finance,Illinois
EMP1260,Bob,Smith,40,Admin-California,Pending,'2022-01-19',103469.97,bob.smith@gmail.com,Good,T,+1509754509,"USD 103,469.97",40,Admin,California
EMP1261,Grace,Miller,25,Sales-Illinois,Active,'2022-01-12',88725.6,grace.miller@gmail.com,Average,T,+5265016730,"USD 88,725.60",25,Sales,Illinois
EMP1262,Heidi,Jones,Missing,HR-Illinois,Pending,'2023-06-05',58316.77,heidi.jones@gmail.com,Excellent,T,+8826170242,"USD 58,316.77",30,HR,Illinois
EMP1263,Grace,Smith,35,HR-Illinois,Inactive,'2024-03-26',60098.72,grace.smith@gmail.com,Excellent,T,+7654562840,"USD 60,098.72",35,HR,Illinois
EMP1264,Grace,Williams,Missing,Cloud Tech-Texas,Active,'2020-10-07',99951.43,grace.williams@gmail.com,Average,T,+7722560530,"USD 99,951.43",30,Cloud Tech,Texas
EMP1265,Heidi,Johnson,30,Sales-Illinois,Active,'2021-11-02',115195.81,heidi.johnson@gmail.com,Good,T,+3402665022,"USD 115,195.81",30,Sales,Illinois
EMP1266,Grace,Brown,Missing,DevOps-California,Pending,'2021-11-19',85512.05,grace.brown@gmail.com,Good,F,+7416787255,"USD 85,512.05",30,DevOps,California
EMP1267,Heidi,Garcia,Missing,HR-Florida,Active,'2022-01-24',73186.77,heidi.garcia@gmail.com,Good,F,+8621102257,"USD 73,186.77",30,HR,Florida
EMP1268,Grace,Davis,Missing,HR-Nevada,Pending,'2023-07-12',51865.3,grace.davis@gmail.com,Poor,T,+1305690673,"USD 51,865.30",30,HR,Nevada
EMP1269,David,Williams,25,Sales-Florida,Active,'2022-12-09',94031.77,david.williams@gmail.com,Excellent,T,+4716392822,"USD 94,031.77",25,Sales,Florida
EMP1270,Grace,Miller,30,DevOps-New York,Active,'2023-03-18',116374.36,grace.miller@gmail.com,Excellent,F,+4143637188,"USD 116,374.36",30,DevOps,New York
EMP1271,Alice,Garcia,40,HR-Florida,Active,'2022-04-25',98335.02,alice.garcia@gmail.com,Excellent,F,+2392312603,"USD 98,335.02",40,HR,Florida
EMP1272,Heidi,Garcia,25,DevOps-New York,Pending,'2021-02-28',89262.07,heidi.garcia@gmail.com,Poor,T,+3260931065,"USD 89,262.07",25,DevOps,New York
EMP1273,Heidi,Garcia,Missing,Finance-California,Active,'2022-07-30',113848.69,heidi.garcia@gmail.com,Excellent,T,+8433567085,"USD 113,848.69",30,Finance,California
EMP1274,Frank,Smith,35,Sales-Florida,Active,'2021-05-19',69530.45,frank.smith@gmail.com,Poor,T,+1414545634,"USD 69,530.45",35,Sales,Florida
EMP1275,Eva,Brown,35,DevOps-New York,Pending,'2023-12-14',84230.22,eva.brown@gmail.com,Good,T,+1200053473,"USD 84,230.22",35,DevOps,New York
EMP1276,Eva,Smith,35,Cloud Tech-Illinois,Pending,'2023-01-17',76578.59,eva.smith@gmail.com,Average,F,+9162475540,"USD 76,578.59",35,Cloud Tech,Illinois
EMP1277,Frank,Miller,30,HR-Texas,Inactive,'2024-01-02',55532.06,frank.miller@gmail.com,Excellent,T,+1082555988,"USD 55,532.06",30,HR,Texas
EMP1278,Eva,Smith,40,Admin-New York,Pending,'2021-07-09',115311.68,eva.smith@gmail.com,Excellent,T,+5343961128,"USD 115,311.68",40,Admin,New York
EMP1279,Charlie,Johnson,25,Sales-Nevada,Pending,'2021-05-05',66972.06,charlie.johnson@gmail.com,Good,T,+1093371188,"USD 66,972.06",25,Sales,Nevada
EMP1280,David,Brown,30,Cloud Tech-Texas,Inactive,'2021-11-07',100215.06,david.brown@gmail.com,Average,T,+5473820235,"USD 100,215.06",30,Cloud Tech,Texas
EMP1281,Charlie,Brown,25,Sales-New York,Inactive,'2023-08-30',115452.25,charlie.brown@gmail.com,Poor,F,+8485571616,"USD 115,452.25",25,Sales,New York
EMP1282,Heidi,Miller,30,HR-California,Inactive,'2023-08-15',54141.38,heidi.miller@gmail.com,Average,F,+6880294239,"USD 54,141.38",30,HR,California
EMP1283,David,Davis,Missing,DevOps-Nevada,Active,'2020-12-24',79251.95,david.davis@gmail.com,Good,F,+9036788126,"USD 79,251.95",30,DevOps,Nevada
EMP1284,Alice,Johnson,40,Finance-New York,Pending,'2024-11-21',114822.78,alice.johnson@gmail.com,Good,T,+8686694319,"USD 114,822.78",40,Finance,New York
EMP1285,Alice,Williams,35,Sales-Illinois,Active,'2021-11-17',69919.32,alice.williams@gmail.com,Average,T,+2939087883,"USD 69,919.32",35,Sales,Illinois
EMP1286,Heidi,Smith,30,Sales-Florida,Inactive,'2021-01-29',106616.97,heidi.smith@gmail.com,Poor,F,+4344812307,"USD 106,616.97",30,Sales,Florida
EMP1287,Heidi,Jones,35,DevOps-New York,Active,'2024-02-17',73597.85,heidi.jones@gmail.com,Poor,T,+3402424032,"USD 73,597.85",35,DevOps,New York
EMP1288,David,Smith,30,Sales-Nevada,Inactive,'2024-08-20',79939.23,david.smith@gmail.com,Excellent,T,+8105955183,"USD 79,939.23",30,Sales,Nevada
EMP1289,Grace,Garcia,25,Admin-New York,Inactive,'2021-10-24',,grace.garcia@gmail.com,Poor,F,+2694500533,No Salary,25,Admin,New York
EMP1290,Grace,Smith,30,Finance-California,Inactive,'2021-09-10',90772.25,grace.smith@gmail.com,Average,F,+2408916497,"USD 90,772.25",30,Finance,California
EMP1291,Eva,Williams,35,DevOps-New York,Active,'2023-09-29',58275.74,eva.williams@gmail.com,Good,F,+3735439626,"USD 58,275.74",35,DevOps,New York
EMP1292,Grace,Smith,Missing,DevOps-California,Pending,'2020-08-28',94709.79,grace.smith@gmail.com,Excellent,F,+3652717271,"USD 94,709.79",30,DevOps,California
EMP1293,Frank,Johnson,Missing,Admin-New York,Active,'2022-09-06',60722.99,frank.johnson@gmail.com,Excellent,T,+2397240421,"USD 60,722.99",30,Admin,New York
EMP1294,Frank,Johnson,40,DevOps-Illinois,Inactive,'2024-03-31',87626.24,frank.johnson@gmail.com,Good,T,+6931216375,"USD 87,626.24",40,DevOps,Illinois
EMP1295,David,Brown,30,DevOps-Illinois,Active,'2022-12-12',81272.36,david.brown@gmail.com,Poor,F,+1820916600,"USD 81,272.36",30,DevOps,Illinois
EMP1296,Bob,Miller,Missing,Cloud Tech-Texas,Pending,'2022-11-01',64150.97,bob.miller@gmail.com,Good,T,,"USD 64,150.97",30,Cloud Tech,Texas
EMP1297,Charlie,Davis,35,Sales-Florida,Active,'2023-10-25',64378.1,charlie.davis@gmail.com,Poor,F,+1851327971,"USD 64,378.10",35,Sales,Florida
EMP1298,Bob,Jones,Missing,Finance-Texas,Inactive,'2020-09-27',85927.35,bob.jones@gmail.com,Good,F,+4572308480,"USD 85,927.35",30,Finance,Texas
EMP1299,Alice,Garcia,Missing,Finance-Nevada,Inactive,'2024-01-21',51523.93,alice.garcia@gmail.com,Average,T,,"USD 51,523.93",30,Finance,Nevada
EMP1300,Alice,Smith,30,Sales-Texas,Active,'2022-05-17',74117.02,alice.smith@gmail.com,Poor,F,+3036625435,"USD 74,117.02",30,Sales,Texas
EMP1301,Alice,Smith,25,Finance-Texas,Inactive,'2022-04-17',62598.69,alice.smith@gmail.com,Average,T,+1721314518,"USD 62,598.69",25,Finance,Texas
EMP1302,Grace,Williams,35,Finance-Florida,Inactive,'2022-02-08',55617.5,grace.williams@gmail.com,Excellent,T,+5151092267,"USD 55,617.50",35,Finance,Florida
EMP1303,Charlie,Miller,35,Cloud Tech-New York,Pending,'2022-03-15',87018.98,charlie.miller@gmail.com,Good,T,+5926249450,"USD 87,018.98",35,Cloud Tech,New York
EMP1304,David,Johnson,25,Cloud Tech-California,Inactive,'2023-10-11',100336.58,david.johnson@gmail.com,Excellent,T,+4754102251,"USD 100,336.58",25,Cloud Tech,California
EMP1305,Grace,Jones,30,Admin-Florida,Inactive,'2020-11-13',69295.48,grace.jones@gmail.com,Excellent,F,+6771196420,"USD 69,295.48",30,Admin,Florida
EMP1306,Bob,Brown,25,DevOps-Florida,Pending,'2024-04-17',115536.66,bob.brown@gmail.com,Excellent,T,+5226557675,"USD 115,536.66",25,DevOps,Florida
EMP1307,David,Johnson,30,Cloud Tech-Texas,Pending,'2020-03-09',81250.87,david.johnson@gmail.com,Excellent,F,+9523668787,"USD 81,250.87",30,Cloud Tech,Texas
EMP1308,Alice,Garcia,30,DevOps-Texas,Inactive,'2022-06-17',66403.75,alice.garcia@gmail.com,Good,F,+7883619688,"USD 66,403.75",30,DevOps,Texas
EMP1309,Alice,Miller,30,Sales-California,Active,'2024-07-28',114147.79,alice.miller@gmail.com,Excellent,F,+3135030586,"USD 114,147.79",30,Sales,California
EMP1310,Frank,Garcia,30,HR-New York,Pending,'2022-12-03',65472.99,frank.garcia@gmail.com,Good,F,+2105524727,"USD 65,472.99",30,HR,New York
EMP1311,Alice,Davis,Missing,Sales-Nevada,Active,'2023-07-06',97512.51,alice.davis@gmail.com,Good,T,+6333021259,"USD 97,512.51",30,Sales,Nevada
EMP1312,Alice,Brown,35,DevOps-Nevada,Inactive,'2024-05-28',86712.41,alice.brown@gmail.com,Average,T,+6501917919,"USD 86,712.41",35,DevOps,Nevada
EMP1313,Grace,Davis,30,HR-Florida,Active,'2024-03-25',87654.98,grace.davis@gmail.com,Poor,F,+2521310961,"USD 87,654.98",30,HR,Florida
EMP1314,David,Williams,35,DevOps-New York,Inactive,'2020-04-28',89367.02,david.williams@gmail.com,Poor,F,+2728476569,"USD 89,367.02",35,DevOps,New York
EMP1315,Charlie,Garcia,40,Admin-California,Active,'2021-11-07',95269.41,charlie.garcia@gmail.com,Good,T,+4120092819,"USD 95,269.41",40,Admin,California
EMP1316,Frank,Williams,25,Sales-Nevada,Active,'2020-04-15',68792.31,frank.williams@gmail.com,Average,F,+6678498435,"USD 68,792.31",25,Sales,Nevada
EMP1317,Alice,Smith,25,Admin-Illinois,Pending,'2023-10-07',89119.53,alice.smith@gmail.com,Good,T,+2418623689,"USD 89,119.53",25,Admin,Illinois
EMP1318,Frank,Davis,35,Cloud Tech-New York,Active,'2024-02-27',58212.13,frank.davis@gmail.com,Good,F,+3628917755,"USD 58,212.13",35,Cloud Tech,New York
EMP1319,Heidi,Miller,30,DevOps-Illinois,Pending,'2021-02-22',77764.24,heidi.miller@gmail.com,Good,T,+6205634110,"USD 77,764.24",30,DevOps,Illinois
